nome,local,pasta,tamanho,extensao
Desafio-Word-vs-Docs.pdf,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO/PLANO-3-AULAS/aula-02-09-2026/Desafio-Word-vs-Docs.pdf,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO/PLANO-3-AULAS/aula-02-09-2026,69624,.pdf
conteudo_apostila.js,sistema/FICHA-PRODUTO-MAIS-TECH/EXPLORACAO_CARREIRAS_INDUSTRIAIS_TECNOLOGICAS/MATERIAIS/scripts/conteudo_apostila.js,sistema/FICHA-PRODUTO-MAIS-TECH/EXPLORACAO_CARREIRAS_INDUSTRIAIS_TECNOLOGICAS/MATERIAIS/scripts,67023,.js
12_itinerarios.png,sistema/FICHA-PRODUTO-MAIS-TECH/EXPLORACAO_CARREIRAS_INDUSTRIAIS_TECNOLOGICAS/MATERIAIS/imagens-apostila/12_itinerarios.png,sistema/FICHA-PRODUTO-MAIS-TECH/EXPLORACAO_CARREIRAS_INDUSTRIAIS_TECNOLOGICAS/MATERIAIS/imagens-apostila,66662,.png
APOSTILA_DA_MATERIA.md,sistema/FICHA-PRODUTO-MAIS-TECH/OFICINAS_IMPRESSAO_3D_ROBOTICA/APOSTILA_DA_MATERIA.md,sistema/FICHA-PRODUTO-MAIS-TECH/OFICINAS_IMPRESSAO_3D_ROBOTICA,65976,.md
dc1ef412ba46c536f1deb97fff36c9e72ae774fc1e5e7beb1799aef33562e63a.json,graphify-out/cache/ast/v0.9.47-s2/dc1ef412ba46c536f1deb97fff36c9e72ae774fc1e5e7beb1799aef33562e63a.json,graphify-out/cache/ast/v0.9.47-s2,65395,.json
c8e983a9ba97fac09300159d792f91a100abd6676c82bdb6f6118972ea45959c.json,graphify-out/cache/ast/v0.9.47-s2/c8e983a9ba97fac09300159d792f91a100abd6676c82bdb6f6118972ea45959c.json,graphify-out/cache/ast/v0.9.47-s2,64699,.json
Apostila_Nocoes_Eletricidade_Circuitos_Basicos.md,sistema/FICHA-PRODUTO-MAIS-TECH/NOCOES_ELETRICIDADE_CIRCUITOS_BASICOS/Apostila_Nocoes_Eletricidade_Circuitos_Basicos.md,sistema/FICHA-PRODUTO-MAIS-TECH/NOCOES_ELETRICIDADE_CIRCUITOS_BASICOS,64330,.md
index.html,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO/AULAS/index.html,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO/AULAS,63436,.html
11_hard_soft_skills.png,sistema/FICHA-PRODUTO-MAIS-TECH/EXPLORACAO_CARREIRAS_INDUSTRIAIS_TECNOLOGICAS/MATERIAIS/imagens-apostila/11_hard_soft_skills.png,sistema/FICHA-PRODUTO-MAIS-TECH/EXPLORACAO_CARREIRAS_INDUSTRIAIS_TECNOLOGICAS/MATERIAIS/imagens-apostila,63151,.png
05_automacao_empregos.png,sistema/FICHA-PRODUTO-MAIS-TECH/EXPLORACAO_CARREIRAS_INDUSTRIAIS_TECNOLOGICAS/MATERIAIS/imagens-apostila/05_automacao_empregos.png,sistema/FICHA-PRODUTO-MAIS-TECH/EXPLORACAO_CARREIRAS_INDUSTRIAIS_TECNOLOGICAS/MATERIAIS/imagens-apostila,63130,.png
db7da1b859841de08dccae244e5c938292c56a7137b58811be8b7566ca4a69e5.json,graphify-out/cache/ast/v0.9.47-s2/db7da1b859841de08dccae244e5c938292c56a7137b58811be8b7566ca4a69e5.json,graphify-out/cache/ast/v0.9.47-s2,61943,.json
21_dados_ia_seguranca.png,sistema/FICHA-PRODUTO-MAIS-TECH/EXPLORACAO_CARREIRAS_INDUSTRIAIS_TECNOLOGICAS/MATERIAIS/imagens-apostila/21_dados_ia_seguranca.png,sistema/FICHA-PRODUTO-MAIS-TECH/EXPLORACAO_CARREIRAS_INDUSTRIAIS_TECNOLOGICAS/MATERIAIS/imagens-apostila,60294,.png
08_front_back.png,sistema/FICHA-PRODUTO-MAIS-TECH/EXPLORACAO_CARREIRAS_INDUSTRIAIS_TECNOLOGICAS/MATERIAIS/imagens-apostila/08_front_back.png,sistema/FICHA-PRODUTO-MAIS-TECH/EXPLORACAO_CARREIRAS_INDUSTRIAIS_TECNOLOGICAS/MATERIAIS/imagens-apostila,59892,.png
c090a71118871b79420ab90b895e93d31d1fb88f3af81452c8b0cce2e44dddf1.json,sistema/graphify-out/cache/ast/v0.8.36/c090a71118871b79420ab90b895e93d31d1fb88f3af81452c8b0cce2e44dddf1.json,sistema/graphify-out/cache/ast/v0.8.36,59790,.json
SLIDE_AULA_01.html,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AULAS/AULA-01-03-08-2026/SLIDE_AULA_01.html,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AULAS/AULA-01-03-08-2026,59486,.html
Controle_Abate_Pamplona.xlsx,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AULAS/AULA-07-11-08-2026/Controle_Abate_Pamplona.xlsx,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AULAS/AULA-07-11-08-2026,58958,.xlsx
06_carreiras_industriais_1.png,sistema/FICHA-PRODUTO-MAIS-TECH/EXPLORACAO_CARREIRAS_INDUSTRIAIS_TECNOLOGICAS/MATERIAIS/imagens-apostila/06_carreiras_industriais_1.png,sistema/FICHA-PRODUTO-MAIS-TECH/EXPLORACAO_CARREIRAS_INDUSTRIAIS_TECNOLOGICAS/MATERIAIS/imagens-apostila,58777,.png
2f4234a45a3d4b7a7ce85ed95c4dc52917b5ca42fbcb5b8830b13ef4c04402ee.json,graphify-out/cache/ast/v0.9.47-s2/2f4234a45a3d4b7a7ce85ed95c4dc52917b5ca42fbcb5b8830b13ef4c04402ee.json,graphify-out/cache/ast/v0.9.47-s2,57659,.json
uc.html,sistema/uc.html,sistema,57595,.html
APOSTILA-CEPLAS-VESPERTINO-2026-02.docx,sistema/FICHA-PRODUTO-MAIS-TECH/INTRODUCAO_COMUNICACAO_ORAL_ESCRITA/CEPLAS-VESPERTINO-2026-02/APOSTILA-CEPLAS-VESPERTINO-2026-02.docx,sistema/FICHA-PRODUTO-MAIS-TECH/INTRODUCAO_COMUNICACAO_ORAL_ESCRITA/CEPLAS-VESPERTINO-2026-02,57004,.docx
c314319403abd9499b2fbc22d76bac46ff48125e97537f0ba3ecb02539855d73.json,graphify-out/cache/ast/v0.9.47-s2/c314319403abd9499b2fbc22d76bac46ff48125e97537f0ba3ecb02539855d73.json,graphify-out/cache/ast/v0.9.47-s2,55412,.json
GERADOR_FORMS_WEBAPP.gs,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AULAS/SCRIPTS_GOOGLE_FORMS/GERADOR_FORMS_WEBAPP.gs,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AULAS/SCRIPTS_GOOGLE_FORMS,55029,.gs
16_entrevista.png,sistema/FICHA-PRODUTO-MAIS-TECH/EXPLORACAO_CARREIRAS_INDUSTRIAIS_TECNOLOGICAS/MATERIAIS/imagens-apostila/16_entrevista.png,sistema/FICHA-PRODUTO-MAIS-TECH/EXPLORACAO_CARREIRAS_INDUSTRIAIS_TECNOLOGICAS/MATERIAIS/imagens-apostila,54861,.png
19_trilha.png,sistema/FICHA-PRODUTO-MAIS-TECH/EXPLORACAO_CARREIRAS_INDUSTRIAIS_TECNOLOGICAS/MATERIAIS/imagens-apostila/19_trilha.png,sistema/FICHA-PRODUTO-MAIS-TECH/EXPLORACAO_CARREIRAS_INDUSTRIAIS_TECNOLOGICAS/MATERIAIS/imagens-apostila,53623,.png
03_revolucoes_industriais.png,sistema/FICHA-PRODUTO-MAIS-TECH/EXPLORACAO_CARREIRAS_INDUSTRIAIS_TECNOLOGICAS/MATERIAIS/imagens-apostila/03_revolucoes_industriais.png,sistema/FICHA-PRODUTO-MAIS-TECH/EXPLORACAO_CARREIRAS_INDUSTRIAIS_TECNOLOGICAS/MATERIAIS/imagens-apostila,53390,.png
Apostila_Competencias_Socioemocionais_Empreendedorismo.md,sistema/FICHA-PRODUTO-MAIS-TECH/COMPETENCIAS_SOCIOEMOCIONAIS_E_EMPREENDEDORISMO/Apostila_Competencias_Socioemocionais_Empreendedorismo.md,sistema/FICHA-PRODUTO-MAIS-TECH/COMPETENCIAS_SOCIOEMOCIONAIS_E_EMPREENDEDORISMO,53354,.md
package-lock.json,sistema/PENDENCIAS-PROFESSOR/package-lock.json,sistema/PENDENCIAS-PROFESSOR,52323,.json
PLANO-ENSINO-V1.pdf,sistema/FICHA-PRODUTO-MAIS-TECH/EXPLORACAO_CARREIRAS_INDUSTRIAIS_TECNOLOGICAS/PLANO-ENSINO-V1.pdf,sistema/FICHA-PRODUTO-MAIS-TECH/EXPLORACAO_CARREIRAS_INDUSTRIAIS_TECNOLOGICAS,51825,.pdf
Apostila_Fundamentos_Tecnologia_Programacao.md,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO/Apostila_Fundamentos_Tecnologia_Programacao.md,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO,50837,.md
HORARIO_OPERADOR_PRODUCAO_INDUSTRIAL.pdf,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/MATERIAIS/HORARIO_OPERADOR_PRODUCAO_INDUSTRIAL.pdf,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/MATERIAIS,50556,.pdf
1. CT Desenvolvimento de Sistemas_Aula Presencial_Testes de Sistemas.docx,sistema/TECNICO-INFORMATICA-INTERNET/MATERIAIS-EXISTENTES/Testes de Sistemas/1. CT Desenvolvimento de Sistemas_Aula Presencial_Testes de Sistemas.docx,sistema/TECNICO-INFORMATICA-INTERNET/MATERIAIS-EXISTENTES/Testes de Sistemas,50357,.docx
Ferramentas Digitais para Comunicação.docx,sistema/FICHA-PRODUTO-MAIS-TECH/INTRODUCAO_COMUNICACAO_ORAL_ESCRITA/04 - FERRAMENTAS-DIGITAIS/Ferramentas Digitais para Comunicação.docx,sistema/FICHA-PRODUTO-MAIS-TECH/INTRODUCAO_COMUNICACAO_ORAL_ESCRITA/04 - FERRAMENTAS-DIGITAIS,49997,.docx
cfe86d25984a3f9a14fe7bec2e7ed50962bf187ad67d6c2f8f9638493dce9d3b.json,sistema/BANCO_DE_DADOS/graphify-out/cache/ast/v0.8.36/cfe86d25984a3f9a14fe7bec2e7ed50962bf187ad67d6c2f8f9638493dce9d3b.json,sistema/BANCO_DE_DADOS/graphify-out/cache/ast/v0.8.36,49988,.json
b6028b753ade0f8fdcb37edcfb70998111f8bcbdead435b5d4030bcfc28762e5.json,graphify-out/cache/ast/v0.9.47-s2/b6028b753ade0f8fdcb37edcfb70998111f8bcbdead435b5d4030bcfc28762e5.json,graphify-out/cache/ast/v0.9.47-s2,49952,.json
APOSTILA_Introducao_Comunicacao_Oral_Escrita_Versao_Codex_1b54a92b.md,graphify-out/converted/APOSTILA_Introducao_Comunicacao_Oral_Escrita_Versao_Codex_1b54a92b.md,graphify-out/converted,49140,.md
Apostila_Padrao_SENAI_SC_Comunicacao_Oral_Escrita_Versao_Gemini_8a785ed7.md,graphify-out/converted/Apostila_Padrao_SENAI_SC_Comunicacao_Oral_Escrita_Versao_Gemini_8a785ed7.md,graphify-out/converted,48569,.md
AtividadesFerramentasDigitais.docx,sistema/FICHA-PRODUTO-MAIS-TECH/INTRODUCAO_COMUNICACAO_ORAL_ESCRITA/04 - FERRAMENTAS-DIGITAIS/AtividadesFerramentasDigitais.docx,sistema/FICHA-PRODUTO-MAIS-TECH/INTRODUCAO_COMUNICACAO_ORAL_ESCRITA/04 - FERRAMENTAS-DIGITAIS,47582,.docx
RESPOSTAS-06-08-2026.html,sistema/Tecnico em Desenvolvimento de Sistemas/LOGICA-PROGRAMACAO/RESPOSTAS-06-08-2026.html,sistema/Tecnico em Desenvolvimento de Sistemas/LOGICA-PROGRAMACAO,47578,.html
Apostila_Raciocinio_Logico_Professor_88dbc319.md,graphify-out/converted/Apostila_Raciocinio_Logico_Professor_88dbc319.md,graphify-out/converted,46958,.md
Apostila_Raciocinio_Logico_Professor_fcd452b5.md,graphify-out/converted/Apostila_Raciocinio_Logico_Professor_fcd452b5.md,graphify-out/converted,46958,.md
apostila_introducao_tic_2026_2.docx,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AVALIACOES_CRIADAS/PROVA_OBJETIVA/apostila_introducao_tic_2026_2.docx,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AVALIACOES_CRIADAS/PROVA_OBJETIVA,46752,.docx
02_venn_autoconhecimento.png,sistema/FICHA-PRODUTO-MAIS-TECH/EXPLORACAO_CARREIRAS_INDUSTRIAIS_TECNOLOGICAS/MATERIAIS/imagens-apostila/02_venn_autoconhecimento.png,sistema/FICHA-PRODUTO-MAIS-TECH/EXPLORACAO_CARREIRAS_INDUSTRIAIS_TECNOLOGICAS/MATERIAIS/imagens-apostila,46729,.png
b35c658a42965afe6fe9fe518ba357326fbc3f3327f4f3a1ed1dac1ccb1a3ecf.json,sistema/graphify-out/cache/ast/v0.8.36/b35c658a42965afe6fe9fe518ba357326fbc3f3327f4f3a1ed1dac1ccb1a3ecf.json,sistema/graphify-out/cache/ast/v0.8.36,46686,.json
07_clp_fluxo.png,sistema/FICHA-PRODUTO-MAIS-TECH/EXPLORACAO_CARREIRAS_INDUSTRIAIS_TECNOLOGICAS/MATERIAIS/imagens-apostila/07_clp_fluxo.png,sistema/FICHA-PRODUTO-MAIS-TECH/EXPLORACAO_CARREIRAS_INDUSTRIAIS_TECNOLOGICAS/MATERIAIS/imagens-apostila,46170,.png
gerar_slides.js,sistema/FICHA-PRODUTO-MAIS-TECH/NOCOES_ELETRICIDADE_CIRCUITOS_BASICOS/gerar_slides.js,sistema/FICHA-PRODUTO-MAIS-TECH/NOCOES_ELETRICIDADE_CIRCUITOS_BASICOS,45612,.js
SLIDE_INTERNET_WWW.html,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AULAS/AULA-03-05-08-2026/SLIDE_INTERNET_WWW.html,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AULAS/AULA-03-05-08-2026,45085,.html
Apostila_Reforco_Matematica_Raciocinio_Logico_a019517a.md,graphify-out/converted/Apostila_Reforco_Matematica_Raciocinio_Logico_a019517a.md,graphify-out/converted,44844,.md
d1912371454b7770863b0b00619ae113439046c3b37d9d0aada6a01a62b4da0a.json,sistema/BANCO_DE_DADOS/graphify-out/cache/ast/v0.8.36/d1912371454b7770863b0b00619ae113439046c3b37d9d0aada6a01a62b4da0a.json,sistema/BANCO_DE_DADOS/graphify-out/cache/ast/v0.8.36,44392,.json
db7009e25a68240e61cc510e8c5cca2d14321beb8cb65df2d16cdef5b34c8245.json,graphify-out/cache/ast/v0.9.47-s2/db7009e25a68240e61cc510e8c5cca2d14321beb8cb65df2d16cdef5b34c8245.json,graphify-out/cache/ast/v0.9.47-s2,43710,.json
Apostila_Exploracao_Carreiras_Industriais_Tecnologicas.md,sistema/FICHA-PRODUTO-MAIS-TECH/EXPLORACAO_CARREIRAS_INDUSTRIAIS_TECNOLOGICAS/Apostila_Exploracao_Carreiras_Industriais_Tecnologicas.md,sistema/FICHA-PRODUTO-MAIS-TECH/EXPLORACAO_CARREIRAS_INDUSTRIAIS_TECNOLOGICAS,43651,.md
RECUPERACAO-COMUNICACAO_ORAL_ESCRITA.docx,sistema/FICHA-PRODUTO-MAIS-TECH/INTRODUCAO_COMUNICACAO_ORAL_ESCRITA/AVALIACOES/RECUPERACAO-COMUNICACAO_ORAL_ESCRITA.docx,sistema/FICHA-PRODUTO-MAIS-TECH/INTRODUCAO_COMUNICACAO_ORAL_ESCRITA/AVALIACOES,42556,.docx
PROVA_SIMPLES_UC1_TIC_EQUIPES_2H.docx,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AVALIACOES_CRIADAS/PROVA_PRATICA/PROVA_SIMPLES_UC1_TIC_EQUIPES_2H.docx,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AVALIACOES_CRIADAS/PROVA_PRATICA,42467,.docx
criar_apostila_reforco_linguagens.py,scripts/criar_apostila_reforco_linguagens.py,scripts,41860,.py
gerar_slides.js,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO/gerar_slides.js,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO,41801,.js
apresentacao_da_equipe_09.pptx,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AVALIACOES_CRIADAS/ENTREGAS-PROVA-PRATICA/EQUIPE_09/apresentacao_da_equipe_09.pptx,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AVALIACOES_CRIADAS/ENTREGAS-PROVA-PRATICA/EQUIPE_09,41476,.pptx
APRESENTACAO_DA_EQUIPE.pptx,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AVALIACOES_CRIADAS/ENTREGAS-PROVA-PRATICA/EQUIPE_03/APRESENTACAO_DA_EQUIPE.pptx,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AVALIACOES_CRIADAS/ENTREGAS-PROVA-PRATICA/EQUIPE_03,41402,.pptx
SLIDE_SEGURANCA_INFORMACAO.html,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AULAS/AULA-03-05-08-2026/SLIDE_SEGURANCA_INFORMACAO.html,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AULAS/AULA-03-05-08-2026,41140,.html
09_salarios_ti.png,sistema/FICHA-PRODUTO-MAIS-TECH/EXPLORACAO_CARREIRAS_INDUSTRIAIS_TECNOLOGICAS/MATERIAIS/imagens-apostila/09_salarios_ti.png,sistema/FICHA-PRODUTO-MAIS-TECH/EXPLORACAO_CARREIRAS_INDUSTRIAIS_TECNOLOGICAS/MATERIAIS/imagens-apostila,41032,.png
Apostila_Comunicacao_15h_Versao_Joao_Revisado_2026_02.md,sistema/FICHA-PRODUTO-MAIS-TECH/INTRODUCAO_COMUNICACAO_ORAL_ESCRITA/Apostila_Comunicacao_15h_Versao_Joao_Revisado_2026_02.md,sistema/FICHA-PRODUTO-MAIS-TECH/INTRODUCAO_COMUNICACAO_ORAL_ESCRITA,40944,.md
AVALIACAO_PRATICA_COMUNICACAO_ORAL_ESCRITA.docx,sistema/FICHA-PRODUTO-MAIS-TECH/INTRODUCAO_COMUNICACAO_ORAL_ESCRITA/AVALIACOES/AVALIACAO_PRATICA_COMUNICACAO_ORAL_ESCRITA.docx,sistema/FICHA-PRODUTO-MAIS-TECH/INTRODUCAO_COMUNICACAO_ORAL_ESCRITA/AVALIACOES,40852,.docx
SLIDE_AULA_04.html,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AULAS/AULA-04-06-08-2026/SLIDE_AULA_04.html,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AULAS/AULA-04-06-08-2026,40276,.html
gerar_imagens.py,sistema/FICHA-PRODUTO-MAIS-TECH/EXPLORACAO_CARREIRAS_INDUSTRIAIS_TECNOLOGICAS/MATERIAIS/scripts/gerar_imagens.py,sistema/FICHA-PRODUTO-MAIS-TECH/EXPLORACAO_CARREIRAS_INDUSTRIAIS_TECNOLOGICAS/MATERIAIS/scripts,40060,.py
Apostila_Fundamentos_Tecnologia_Programacao_b2a91e70.md,graphify-out/converted/Apostila_Fundamentos_Tecnologia_Programacao_b2a91e70.md,graphify-out/converted,39925,.md
TEXTO-REFORCO-25-08-2026.docx,sistema/FICHA-PRODUTO-MAIS-TECH/REFORCO_LINGUAGENS/TEXTO-REFORCO-25-08-2026.docx,sistema/FICHA-PRODUTO-MAIS-TECH/REFORCO_LINGUAGENS,39800,.docx
SLIDE_APRESENTACAO_PROFESSOR.html,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AULAS/AULA-01-03-08-2026/SLIDE_APRESENTACAO_PROFESSOR.html,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AULAS/AULA-01-03-08-2026,39698,.html
b065e77dd02fbb0965536aea036f19d717e953a27e9838368eba2f26ef2fb8be.json,graphify-out/cache/ast/v0.9.47-s2/b065e77dd02fbb0965536aea036f19d717e953a27e9838368eba2f26ef2fb8be.json,graphify-out/cache/ast/v0.9.47-s2,39581,.json
76243abd37a29ef610c5fceef7dcab90a01fca9b36a09cd6b97b6f9c930ddac3.json,graphify-out/cache/ast/v0.9.47-s2/76243abd37a29ef610c5fceef7dcab90a01fca9b36a09cd6b97b6f9c930ddac3.json,graphify-out/cache/ast/v0.9.47-s2,39337,.json
ReforcoMatematicaRaciocinioLogico04.html,sistema/FICHA-PRODUTO-MAIS-TECH/REFORCO_MATEMATICA_E_RACIOCINIO_LOGICO/ReforcoMatematicaRaciocinioLogico04.html,sistema/FICHA-PRODUTO-MAIS-TECH/REFORCO_MATEMATICA_E_RACIOCINIO_LOGICO,39165,.html
SLIDE_AULA_02.html,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AULAS/AULA-02-04-08-2026/SLIDE_AULA_02.html,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AULAS/AULA-02-04-08-2026,39127,.html
apostila_introducao_tic_2026_2_745914ac.md,graphify-out/converted/apostila_introducao_tic_2026_2_745914ac.md,graphify-out/converted,38563,.md
APRESENTACAO_DA_EQUIPE.pptx,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AVALIACOES_CRIADAS/ENTREGAS-PROVA-PRATICA/EQUIPE_10/APRESENTACAO_DA_EQUIPE.pptx,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AVALIACOES_CRIADAS/ENTREGAS-PROVA-PRATICA/EQUIPE_10,38409,.pptx
Introdução a Tecnologia da Informação e Comunicação.pdf,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/Introdução a TIC-VICTOR-ANATO/Introdução a Tecnologia da Informação e Comunicação.pdf,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/Introdução a TIC-VICTOR-ANATO,38374,.pdf
669fd545b1dee38cb04723f48396b97a2ca1af4dbd3202ac6f5a3840c6979b9e.json,graphify-out/cache/ast/v0.9.47-s2/669fd545b1dee38cb04723f48396b97a2ca1af4dbd3202ac6f5a3840c6979b9e.json,graphify-out/cache/ast/v0.9.47-s2,38208,.json
apostila_introducao_tic_2026_2_1850905e.md,graphify-out/converted/apostila_introducao_tic_2026_2_1850905e.md,graphify-out/converted,38157,.md
apostila_introducao_tic_2026_2_492eeb83.md,graphify-out/converted/apostila_introducao_tic_2026_2_492eeb83.md,graphify-out/converted,38157,.md
apostila_introducao_tic_2026_2_d1682b46.md,graphify-out/converted/apostila_introducao_tic_2026_2_d1682b46.md,graphify-out/converted,38157,.md
Apostila_Reforco_Matematica_Raciocinio_Logico.md,sistema/FICHA-PRODUTO-MAIS-TECH/REFORCO_MATEMATICA_E_RACIOCINIO_LOGICO/Apostila_Reforco_Matematica_Raciocinio_Logico.md,sistema/FICHA-PRODUTO-MAIS-TECH/REFORCO_MATEMATICA_E_RACIOCINIO_LOGICO,37905,.md
notas-prova-pratica.html,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AVALIACOES_CRIADAS/notas-prova-pratica.html,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AVALIACOES_CRIADAS,37378,.html
Apostila-ANALISE-DADOS-APLICADA-GESTAO.docx,sistema/GESTAO_E_CONTROLE_MATERIAIS/ANALISE_DADOS_APLICADA_GESTAO/Apostila-ANALISE-DADOS-APLICADA-GESTAO.docx,sistema/GESTAO_E_CONTROLE_MATERIAIS/ANALISE_DADOS_APLICADA_GESTAO,37359,.docx
30c93a172feca051ccdc0446c0133845fc3c2a778d0767b4ff9c6ba435319c9b.json,graphify-out/cache/ast/v0.9.47-s2/30c93a172feca051ccdc0446c0133845fc3c2a778d0767b4ff9c6ba435319c9b.json,graphify-out/cache/ast/v0.9.47-s2,36889,.json
Apostila_Reforco_Matematica_Raciocinio_Logico_6a5f0aba.md,graphify-out/converted/Apostila_Reforco_Matematica_Raciocinio_Logico_6a5f0aba.md,graphify-out/converted,36777,.md
ead0474babb369df02fd18ef21cd1cea50d6d68cd50e5b7375d502ed73ff8e9e.json,graphify-out/cache/ast/v0.9.47-s2/ead0474babb369df02fd18ef21cd1cea50d6d68cd50e5b7375d502ed73ff8e9e.json,graphify-out/cache/ast/v0.9.47-s2,36756,.json
AtividadesFerramentasDigitaisFacil.docx,sistema/FICHA-PRODUTO-MAIS-TECH/INTRODUCAO_COMUNICACAO_ORAL_ESCRITA/04 - FERRAMENTAS-DIGITAIS/AtividadesFerramentasDigitaisFacil.docx,sistema/FICHA-PRODUTO-MAIS-TECH/INTRODUCAO_COMUNICACAO_ORAL_ESCRITA/04 - FERRAMENTAS-DIGITAIS,36708,.docx
Apostila_Reforco_Linguagens.md,sistema/FICHA-PRODUTO-MAIS-TECH/REFORCO_LINGUAGENS/Apostila_Reforco_Linguagens.md,sistema/FICHA-PRODUTO-MAIS-TECH/REFORCO_LINGUAGENS,36675,.md
APOSTILA-CEPLAS-VESPERTINO-2026-02.md,sistema/FICHA-PRODUTO-MAIS-TECH/INTRODUCAO_COMUNICACAO_ORAL_ESCRITA/CEPLAS-VESPERTINO-2026-02/APOSTILA-CEPLAS-VESPERTINO-2026-02.md,sistema/FICHA-PRODUTO-MAIS-TECH/INTRODUCAO_COMUNICACAO_ORAL_ESCRITA/CEPLAS-VESPERTINO-2026-02,36601,.md
39cb68eb358d7bb81ded80a0090f898066e67b6b94bd9189c5543cbf19c754dc.json,graphify-out/cache/ast/v0.9.47-s2/39cb68eb358d7bb81ded80a0090f898066e67b6b94bd9189c5543cbf19c754dc.json,graphify-out/cache/ast/v0.9.47-s2,36468,.json
b84e25bbf01e0ae9af324c6c7c2a0e5e4596540888fb7d19d7f357a9db83ca40.json,graphify-out/cache/ast/v0.9.47-s2/b84e25bbf01e0ae9af324c6c7c2a0e5e4596540888fb7d19d7f357a9db83ca40.json,graphify-out/cache/ast/v0.9.47-s2,36433,.json
APOSTILA_Reforco_Linguagens_0331f8c0.md,graphify-out/converted/APOSTILA_Reforco_Linguagens_0331f8c0.md,graphify-out/converted,36392,.md
ementa-slides.html,sistema/ementa-slides.html,sistema,36334,.html
dd9285cbf5ae0426137361f7cf175f314be6cb6e7239dd182d9c477b72b1e335.json,graphify-out/cache/ast/v0.9.47-s2/dd9285cbf5ae0426137361f7cf175f314be6cb6e7239dd182d9c477b72b1e335.json,graphify-out/cache/ast/v0.9.47-s2,35945,.json
MATERIAL_INTRODUCAO_TIC.html,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/MATERIAL_INTRODUCAO_TIC.html,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO,35833,.html
1. CT Desenvolvimento de Sistemas_Aula Presencial_Testes de Sistemas_17e17c74.md,graphify-out/converted/1. CT Desenvolvimento de Sistemas_Aula Presencial_Testes de Sistemas_17e17c74.md,graphify-out/converted,35737,.md
1. CT Desenvolvimento de Sistemas_Aula Presencial_Testes de Sistemas_3fcfe335.md,graphify-out/converted/1. CT Desenvolvimento de Sistemas_Aula Presencial_Testes de Sistemas_3fcfe335.md,graphify-out/converted,35737,.md
